query_wo_tones,query,impressions,position,gg_impressions,gg_position,api_result,pv_result,pv,gg,count
dell e2417h,dell e2417h,353.4868937,,1029.0,3.685131195,1.0,2.0,0,1,1
dragon,dragon,247.0,1.0,,,21.0,34.0,1,0,1
gskill,gskill,1784.0,1.0,563.0,3.801065719,57.0,75.0,1,1,2
lg 29wk500,lg 29wk500,141.5321673,,412.0,5.871359223,1.0,1.0,0,1,1
logitech f310,logitech f310,656.8191844,,1912.0,2.660041841,1.0,1.0,0,1,1
main asus h110,main asus h110,225.3521888,,656.0,4.721036585,1044.0,0.0,0,1,1
main h81m ds2,main h81m ds2,148.7461856,,433.0,2.127020785,774.0,0.0,0,1,1
nguon acbel 400w,nguồn acbel 400w,325.6613948,,948.0,2.220464135,3.0,4.0,0,1,1
ssd 240gb kingston,ssd 240gb kingston,207.4889055,,604.0,1.506622517,4.0,3.0,0,1,1
tan nhiet cpu,tản nhiệt cpu,247.0,1.0,1544.0,5.551349206,3.0,5.0,1,1,1
thiet bi trinh chieu,thiết bị trình chiếu,241.0,1.0,79.0,1.037974684,3.0,7.0,1,1,1
vga hdmi,vga hdmi,223.0,1.0,,,5.0,109.0,1,0,1
1080,1080,5507.0,1.0,,,33.0,13.0,1,0,1
1702895,1702895,213.0,1.0,,,1.0,1.0,1,0,1
550w,550w,929.0,1.0,,,9.0,7.0,1,0,1
cap displayport,cáp displayport,146.0,1.0,1085.0,2.564615031,11.0,13.0,1,1,1
card man hinh laptop,card màn hình laptop,252.0,1.0,4750.0,1.615311305,1529.0,102.0,1,1,1
gtx 1050 ti,gtx 1050 ti,1968.0,1.0,2828.0,2.463932107,94.0,23.0,1,1,1
laptop gaming,laptop gaming,3557.198041,1.0,50155.0,2.6958987938000005,1056.0,10.0,1,1,5
laptop lenovo,laptop lenovo,1156.0,1.0,11466.0,5.833682191,97.0,86.0,1,1,1
logitech g pro,logitech g pro,363.0,1.0,1235.0,7.810526316,1.0,7.0,1,1,1
may in epson l310,máy in epson l310,847.131856,,2466.0,2.513935449,1.0,0.0,0,1,1
ram ddr3 4gb,ram ddr3 4gb,232.0,1.0,4424.0,1.347875226,11.0,84.0,1,1,1
tai nghe over ear,tai nghe over ear,232.566207,,677.0,5.446085672,2.0,6.0,0,1,1
asus s510uq,asus s510uq,102.0,1.0,1971.0,6.67833587,2.0,2.0,1,1,1
cap,cáp,8690.0,1.0,,,438.0,291.0,1,0,1
cpu g4560,cpu g4560,180.0,1.0,3617.0,3.679015759,1.0,1.0,1,1,1
dk87,dk87,1332.0,1.0,1564.0,2.342071611,4.0,6.0,1,1,1
gm19,gm19,179.0,1.0,,,1.0,2.0,1,0,1
i7 7700k,i7 7700k,318.0,1.0,4050.0,3.414320988,1.0,1.0,1,1,1
intel core i5 7400,intel core i5 7400,154.0,1.0,255.0,3.749019608,1.0,2.0,1,1,1
lg 24mp59g,lg 24mp59g,90.0,1.0,3466.0,2.955856896,1.0,1.0,1,1,1
may dem tien,máy đếm tiền,343.0,1.0,20207.0,3.278170855,15.0,15.0,1,1,1
newmen e340,newmen e340,78.0,1.0,416.0,1.353365385,1.0,1.0,1,1,1
ram 4gb ddr3 bus 1600,ram 4gb ddr3 bus 1600,339.0588572,,987.0,1.132725431,271.0,49.0,0,1,1
tp-link tl-wr841n,tp-link tl-wr841n,365.8537821,,1065.0,3.733333333,2.0,0.0,0,1,1
warship,warship,204.0,1.0,,,1.0,2.0,1,0,1
chuot newmen n500,chuột newmen n500,195.4655418,,569.0,1.34973638,5.0,5.0,0,1,1
envy 13,envy 13,159.0,1.0,,,8.0,7.0,1,0,1
g502,g502,1901.0,1.0,8943.0,2.997763614,2.0,1.0,1,1,1
h370,h370,2116.0,1.0,216.0,7.555555556,14.0,17.0,1,1,1
i5 7600,i5 7600,111.0,1.0,816.0,3.169117647,2.0,2.0,1,1,1
l01,L01,186.0,1.0,,,1.0,3.0,1,0,1
lenovo thinkpad,lenovo thinkpad,716.0,1.0,11230.0,6.22413179,10.0,10.0,1,1,1
may tinh de ban core i7,máy tính để bàn core i7,365.1667327,,1063.0,4.970837253,750.0,211.0,0,1,1
may tinh gaming,máy tính gaming,153.0,1.0,721.0,8.181692094,33.0,35.0,1,1,1
may tinh hp,máy tính hp,318.0,1.0,2071.0,8.384731866,140.0,204.0,1,1,1
msi gtx 1050,msi gtx 1050,264.0,1.0,306.0,2.375816993,1.0,2.0,1,1,1
ram 4g ddr3,ram 4g ddr3,54.0,1.0,1054.0,1.219165085,1.0,2.0,1,1,1
tai phone,tai phone,96.0,1.0,3793.0,7.736883733,42.0,0.0,1,1,1
thiet bi am thanh,thiết bị âm thanh,216.0770225,,629.0,7.744038156,338.0,0.0,0,1,1
zenfone 3,zenfone 3,485.0568454,,1412.0,8.216005666,1.0,0.0,0,1,1
1050,1050,24185.0,1.0,2550.0,2.036470588,7.0,44.0,1,1,1
350,350,822.0,1.0,,,18.0,59.0,1,0,1
600w,600w,775.0,1.0,,,10.0,15.0,1,0,1
asus h81m-k,asus h81m-k,524.905708,,1528.0,4.533376963,379.0,0.0,0,1,1
cap chuyen hdmi sang vga phongvu,cáp chuyển hdmi sang vga phongvu,212.9853004,,620.0,1.074193548,67.0,0.0,0,1,1
elecom,elecom,437.0,1.0,,,96.0,104.0,1,0,1
hp envy 13,hp envy 13,892.0,1.0,12582.0,8.053727547,8.0,7.0,1,1,1
kem,kềm,313.0,1.0,,,13.0,12.0,1,0,1
laptop samsung,laptop samsung,774.3046243,,2254.0,5.675244011,5.0,0.0,0,1,1
logitech g900,logitech g900,158.0,1.0,1184.0,5.523648649,1.0,1.0,1,1,1
oo cung ssd,oổ cứng ssd,162.4871727,,473.0,1.312896406,1009.0,0.0,0,1,1
545s,545s,161.0,1.0,,,6.0,7.0,1,0,1
8gb 2400,8gb 2400,557.0,1.0,,,40.0,45.0,1,0,1
asus h110m,asus h110m,212.0,1.0,76.0,4.342105263,5.0,4.0,1,1,1
chuot co,chuột cơ,225.0,1.0,405.0,5.192592593,27.0,71.0,1,1,1
chuot dell,chuột dell,341.0,1.0,1002.0,1.547152238,3.0,3.0,1,1,1
gigabyte 1050ti,gigabyte 1050ti,138.0,1.0,488.0,2.647540984,1.0,0.0,1,1,1
gtx 750 ti,gtx 750 ti,560.0,1.0,,,133.0,0.0,1,0,1
lc24f390fhexxv,lc24f390fhexxv,98.0,1.0,855.0,1.30877193,1.0,1.0,1,1,1
may tinh all in one,máy tính all in one,451.7349516,,1315.0,8.439522571,1615.0,0.0,0,1,1
mua ban phim,mua bàn phím,239.0931759,,696.0,2.855626781,2204.0,0.0,0,1,1
router wifi tp link,router wifi tp link,206.8018562,,602.0,5.124584718,129.0,0.0,0,1,1
sm680r,SM680R,1145.0,1.0,,,1.0,0.0,1,0,1
ups santak,ups santak,215.0,1.0,2447.0,2.960359624,10.0,9.0,1,1,1
8100,8100,6461.0,1.0,381.0,4.267716535,25.0,29.0,1,1,1
asrock b360,asrock b360,149.0,1.0,105.0,5.104761905,2.0,3.0,1,1,1
ban di,bàn di,456.0,1.0,,,66.0,15.0,1,0,1
ban phim fuhlen,bàn phím fuhlen,887.0,1.0,6002.0,4.170987556,8.0,12.0,1,1,1
dell vostro 5568,dell vostro 5568,761.0,1.0,9539.0,6.245413565,7.0,9.0,1,1,1
ex155ap,EX155AP,241.0,1.0,,,3.0,3.0,1,0,1
gammax,gammax,214.0,1.0,,,4.0,1.0,1,0,1
gia i3 8100,giá i3 8100,200.618412,,584.0,3.434931507,404.0,0.0,0,1,1
laptop dell workstation,laptop dell workstation,182.411604,,531.0,3.655367232,1082.0,0.0,0,1,1
man hinh lcd dell,màn hình LCd dell,316.0,1.0,,,29.0,233.0,1,0,1
may in hp m402dn,máy in hp m402dn,291.308927,,848.0,1.32244256,1.0,0.0,0,1,1
may in mau,May in mau,280.0,1.0,,,2.0,0.0,1,0,1
ssd 120gb,ssd 120gb,721.0,1.0,15686.0,1.48629351,16.0,25.0,1,1,1
thung cpu,thùng cpu,459.6360192,,1338.0,4.642254793,1.0,0.0,0,1,1
ups,ups,4897.0,1.0,,,25.0,19.0,1,0,1
dau ghi,đầu ghi,249.0,1.0,,,29.0,20.0,1,0,1
dell 7460,dell 7460,135.0,1.0,652.0,7.426380368,5.0,0.0,1,1,1
game pad,game pad,656.0,1.0,665.0,3.766917293,14.0,17.0,1,1,1
lenovo y520,lenovo y520,1762.0,1.0,577.0,8.155979203,2.0,3.0,1,1,1
o hdd 500gb,ổ hdd 500gb,199.5878379,,581.0,1.492254733,23.0,0.0,0,1,1
pentium g4560,pentium g4560,136.0,1.0,2402.0,3.768942548,1.0,2.0,1,1,1
samsung evo 860 250gb,samsung evo 860 250gb,202.3360354,,589.0,3.297113752,3.0,5.0,0,1,1
170,170,383.0,1.0,,,20.0,16.0,1,0,1
860,860,522.0,1.0,,,13.0,13.0,1,0,1
asus fx504,asus FX504,311.0,1.0,,,4.0,2.0,1,0,1
chip i3 6100,chip i3 6100,174.8540611,,509.0,1.616895874,231.0,0.0,0,1,1
dvi,DVI,1436.0,1.0,,,5.0,4.0,1,0,1
gtx960,gtx960,122.0,1.0,911.0,2.093304061,1.0,1.0,1,1,1
man hinh may tinh asus,màn hình máy tính asus,261.42228,,761.0,2.955321945,2547.0,0.0,0,1,1
may quet ma vach,máy quét ma vạch,167.0,1.0,,,9.0,9.0,1,0,1
nguon 450w,nguồn 450w,214.0,1.0,197.0,3.223350254,10.0,11.0,1,1,1
nguon corsair,nguồn corsair,174.0,1.0,400.0,4.9475,16.0,13.0,1,1,1
o cung laptop dell,ổ cứng laptop dell,146.6850375,,427.0,1.765807963,919.0,0.0,0,1,1
sama esport 2,sama esport 2,360.0138626,,1048.0,5.033396947,342.0,0.0,0,1,1
tplink,TPLink,1953.0,1.0,12822.0,7.7326916615,41.0,33.0,1,1,2
usb,usb,31193.0,1.0,28333.0,5.0480783405,276.0,283.0,1,1,2
vga 1030,vga 1030,76.0,1.0,427.0,2.31381733,1.0,102.0,1,1,1
win 10 pro,win 10 pro,233.0,1.0,320.0,8.55,6.0,5.0,1,1,1
acer aspire e5-575g-39qw,acer aspire e5-575g-39qw,197.5266899,,575.0,3.633043478,24.0,3.0,0,1,1
asus gl,asus gl,232.0,1.0,,,8.0,10.0,1,0,1
asus gtx 1050ti,asus gtx 1050ti,169.0141416,,492.0,6.028455285,1.0,6.0,0,1,1
dell e2216hv,dell e2216hv,173.4799624,,505.0,4.982178218,1.0,1.0,0,1,1
h370 aorus gaming 3,h370 aorus gaming 3,352.4563197,,1026.0,4.263157895,1.0,20.0,0,1,1
imac,imac,2112.0,1.0,,,8.0,7.0,1,0,1
logitech r400,logitech r400,90.0,1.0,683.0,3.669106881,1.0,1.0,1,1,1
ryzen 5,ryzen 5,1985.0,1.0,1516.0,3.319261214,4.0,9.0,1,1,1
tai nghe choi pubg,tai nghe chơi pubg,248.7118669,,724.0,6.285911602,329.0,1.0,0,1,1
tl-wr940n,tl-wr940n,376.5030471,,1096.0,3.288321168,1.0,1.0,0,1,1
asus a510ua,asus a510ua,64.0,1.0,705.0,1.797163121,6.0,6.0,1,1,1
asus h81,asus h81,302.3017167,,880.0,4.730681818,1.0,0.0,0,1,1
ban phim dell,bàn phím dell,586.0,1.0,2820.0,1.623162355,8.0,4.0,1,1,1
caddy bay phongvu,caddy bay phongvu,245.9636695,,716.0,1.0,2413.0,0.0,0,1,1
gt 1030 gia,gt 1030 giá,166.9529935,,486.0,1.243917654,249.0,0.0,0,1,1
hack wifi laptop,hack wifi laptop,209.5500536,,610.0,4.680327869,1124.0,0.0,0,1,1
intel pentium g4560,intel pentium g4560,636.5512284,,1853.0,4.226119806,1.0,0.0,0,1,1
msi gtx 1060,msi gtx 1060,177.0,1.0,506.0,3.274703557,646.0,4.0,1,1,1
o cung gan ngoai,ổ cứng gắn ngoài,423.0,1.0,1075.0,1.122733585,106.0,2.0,1,1,1
o cung ssd 128g,o cung ssd 128g,173.8234871,,506.0,1.007905138,15.0,0.0,0,1,1
ram kingston,ram kingston,288.0,1.0,195.0,8.215384615,31.0,33.0,1,1,1
ram laptop ddr4,ram laptop ddr4,563.0,1.0,2763.0,3.11038726,15.0,164.0,1,1,2
rx 460,rx 460,148.0,1.0,2347.0,5.757562846,1.0,0.0,1,1,1
usb 32g,usb 32g,276.0,1.0,110.0,6.881818182,24.0,28.0,1,1,1
usb 8g,usb 8g,229.0,1.0,,,6.0,10.0,1,0,1
500,500,3594.0,1.0,,,113.0,185.0,1,0,1
950,950,569.0,1.0,,,3.0,9.0,1,0,1
asus vivobook a510uf,asus vivobook a510uf,346.9599248,,1010.0,6.162376238,371.0,2.0,0,1,1
cap dvi,cáp dvi,291.0,1.0,,,3.0,3.0,1,0,1
card quadro,card quadro,249.0553916,,725.0,4.884137931,5.0,5.0,0,1,1
chuot logitech gaming,chuột logitech gaming,238.7496512,,695.0,1.254676259,4.0,4.0,0,1,1
cpu g3930,cpu g3930,216.7640718,,631.0,3.993660856,1.0,1.0,0,1,1
cuc sac laptop asus,cục sạc laptop asus,157.3343025,,458.0,4.251091703,245.0,0.0,0,1,1
eblue ekm757,eblue ekm757,193.4043937,,563.0,2.191829485,1.0,1.0,0,1,1
fuhlen g90 pro,fuhlen g90 pro,74.0,1.0,1421.0,2.805770584,1.0,1.0,1,1,1
intel core i3,intel core i3,503.0,1.0,2223.0,4.201079622,5.0,1.0,1,1,1
lenovo miix 320,lenovo miix 320,273.102119,,795.0,6.038993711,1.0,2.0,0,1,1
o cung 2t,ổ cứng 2t,204.0,1.0,888.0,1.069416996,60.0,39.0,1,1,1
o cung hdd wd,ổ cứng HDD WD,472.0,1.0,,,83.0,200.0,1,0,1
o cung laptop 1tb,ổ cứng laptop 1tb,365.8537821,,1065.0,1.877934272,815.0,0.0,0,1,1
o cung ssd 120gb kingston,ổ cứng ssd 120gb kingston,282.0337607,,821.0,2.805115713,4.0,0.0,0,1,1
ram ddr4 8g,ram ddr4 8g,204.0,1.0,155.0,1.032258065,81.0,191.0,1,1,1
steelseries rival,steelseries rival,149.0,1.0,,,5.0,5.0,1,0,1
thiet bi mang,thiết bị mạng,1757.0,1.0,2328.0,2.082854249,238.0,206.0,1,1,1
vostro,vostro,1549.0,1.0,218.0,5.701834862,66.0,77.0,1,1,1
win 7,win 7,221.0,1.0,7048.0,6.059875142,2.0,13.0,1,1,1
xay dung may tinh,xây dựng máy tính,198.5572639,,578.0,1.727201992,2124.0,0.0,0,1,1
180,180,365.0,1.0,,,36.0,15.0,1,0,1
2133,2133,35538.0,1.0,,,15.0,29.0,1,0,1
240,240,525.0,1.0,,,113.0,106.0,1,0,1
402d,402D,151.0,1.0,,,2.0,2.0,1,0,1
asus,asus,17815.0,1.0,19926.0,9.216852354,375.0,361.0,1,1,2
belkin,belkin,255.0,1.0,,,75.0,43.0,1,0,1
canon 6030,canon 6030,60.0,1.0,3232.0,3.056930693,2.0,2.0,1,1,1
chuot steelseries,chuột steelseries,329.0966416,,958.0,3.946764092,13.0,18.0,0,1,1
dell inspiron 5567,dell inspiron 5567,290.0,1.0,1152.0,7.246527778,3.0,4.0,1,1,1
laptop asus vivobook,laptop asus vivobook,68.0,1.0,744.0,7.244623656,1179.0,49.0,1,1,1
may in laser,máy in laser,347.0,1.0,4027.0,3.189801762,21.0,16.0,1,1,1
nitro 5,nitro 5,585.0,1.0,330.0,8.563636364,5.0,8.0,1,1,1
o cung seagate,ổ cứng seagate,243.0,1.0,1007.0,2.88182721,57.0,57.0,1,1,1
o cung ssd 128gb,ổ cứng ssd 128gb,85.0,1.0,686.0,1.016034985,15.0,125.0,1,1,1
ram ddr3l,ram ddr3l,413.0,1.0,1016.0,4.401574803,6.0,8.0,1,1,1
ram laptop 4gb,ram laptop 4gb,175.0,1.0,1531.0,4.224689745,12.0,42.0,1,1,1
vaio,vaio,488.0,1.0,4374.0,4.708047554,1.0,0.0,1,1,1
vision,vision,179.0,1.0,,,2.0,1.0,1,0,1
500w,500w,3334.0,1.0,,,16.0,21.0,1,0,1
acer a515-51g-50nj,acer a515-51g-50nj,215.0464484,,626.0,3.209265176,37.0,6.0,0,1,1
chuot msi ds b1,chuột msi ds b1,161.113074,,469.0,1.098081023,21.0,0.0,0,1,1
dell xps,dell xps,2803.0,1.0,14358.0,6.290987603,7.0,7.0,1,1,1
gamepc,gamepc,148.0591362,,431.0,5.129930394,31.0,0.0,0,1,1
h110,h110,15242.0,1.0,2837.0,5.417694748,10.0,15.0,1,1,1
hp 14,Hp 14,160.0,1.0,,,34.0,44.0,1,0,1
hub usb 3.0,hub usb 3.0,390.9310836,,1138.0,3.335676626,12.0,0.0,0,1,1
lenovo yoga 520,lenovo yoga 520,683.0,1.0,2006.0,8.183948156,12.0,14.0,1,1,1
may tinh tien,máy tính tiền,181.0,1.0,5478.0,7.748125675,4.0,5.0,1,1,1
muc in brother,mực in brother,180.0,1.0,116.0,5.689655172,36.0,0.0,1,1,1
tai nghe gnet h99,tai nghe gnet h99,163.5177467,,476.0,2.863445378,308.0,0.0,0,1,1
asus h110,asus h110,227.0,1.0,278.0,5.535971223,5.0,4.0,1,1,1
atx,atx,181.0,1.0,,,17.0,18.0,1,0,1
chuot g502,chuột g502,416.0083851,,1211.0,1.121731291,2.0,1.0,0,1,1
dell xps 13,dell xps 13,771.0,1.0,1459.0,12.70527759,1.0,6.0,1,1,1
h81m,h81m,234.0,1.0,214.0,3.186915888,2.0,3.0,1,1,1
hp m12a,hp m12a,164.2047961,,478.0,1.914225941,1.0,1.0,0,1,1
i3 6100 gia,i3 6100 giá,311.576883,,907.0,1.086435125,381.0,0.0,0,1,1
i5 8300h,i5 8300h,261.0787553,,760.0,6.057894737,5.0,6.0,0,1,1
laptop msi gaming,laptop msi gaming,497.0802091,,1447.0,4.801658604,1656.0,1.0,0,1,1
luu dien,lưu điện,194.0,1.0,757.0,2.953764861,27.0,21.0,1,1,1
m2 ssd,m2 ssd,170.0,1.0,882.0,1.936507937,16.0,21.0,1,1,1
may fax panasonic,máy fax panasonic,151.1508583,,440.0,7.925,9.0,1.0,0,1,1
ssd wd green 120gb,ssd wd green 120gb,432.8410943,,1260.0,5.19047619,48.0,0.0,0,1,1
tai game pc,tai game pc,214.7029238,,625.0,6.9616,1726.0,0.0,0,1,1
tu van mua laptop,tư vấn mua laptop,185.1598015,,539.0,5.983302412,261.0,0.0,0,1,1
u2414h,u2414h,328.0,1.0,2599.0,4.020777222,1.0,1.0,1,1,1
x510uq,x510uq,184.0,1.0,134.0,7.432835821,3.0,4.0,1,1,1
106,106,273.0,1.0,,,2.0,34.0,1,0,1
402,402,228.0,1.0,,,69.0,12.0,1,0,1
970 evo,970 evo,197.0,1.0,264.0,4.045454545,2.0,2.0,1,1,1
acer swift 5 gia,acer swift 5 giá,187.5644742,,546.0,4.582417582,21.0,0.0,0,1,1
asus rog,asus rog,2127.0,1.0,,,34.0,32.0,1,0,1
but trinh chieu,bút trình chiếu,517.0,1.0,3580.0,3.685849212,2.0,1.0,1,1,1
dell inspiron 5379,dell inspiron 5379,82.0,1.0,622.0,5.038585209,2.0,3.0,1,1,1
geil,geil,796.0,1.0,,,9.0,8.0,1,0,1
i7 7700 gia,i7 7700 giá,156.6472532,,456.0,2.521929825,342.0,0.0,0,1,1
intel core i,intel core i,172.0,1.0,,,13.0,7.0,1,0,1
laptop 10 inch,laptop 10 inch,227.0698122,,661.0,2.824508321,1210.0,0.0,0,1,1
ryzen 7 2700,ryzen 7 2700,59.0,1.0,875.0,5.449142857,2.0,2.0,1,1,1
usb 16gb,usb 16gb,761.0,1.0,5701.0,5.301175232,20.0,27.0,1,1,1
xg27vq,xg27vq,90.0,1.0,1290.0,5.524031008,1.0,1.0,1,1,1
6030,6030,443.0,1.0,159.0,1.974842767,2.0,3.0,1,1,1
asus a411ua,asus a411ua,357.6091898,,1041.0,2.572526417,4.0,3.0,0,1,1
cach hack fb,cách hack fb,193.4043937,,563.0,8.44937833,701.0,0.0,0,1,1
ddr4 4gb 2400 laptop,ddr4 4gb 2400 laptop,265.8881008,,774.0,1.043927649,3.0,22.0,0,1,1
ram ddr3,ram ddr3,2033.0,1.0,5270.0,2.285009488,35.0,46.0,1,1,1
ram laptop ddr3,ram laptop ddr3,305.0,1.0,4245.0,4.10836278,14.0,38.0,1,1,1
razer deathadder,Razer DeathAdder,211.0,1.0,,,1.0,2.0,1,0,1
tai nghe logitech g430,tai nghe logitech g430,225.3521888,,656.0,1.757621951,328.0,15.0,0,1,1
tang fps pubg,tang fps pubg,201.3054613,,586.0,5.651877133,1433.0,0.0,0,1,1
totolink,totolink,339.0,1.0,,,36.0,28.0,1,0,1
tui dung laptop,túi đựng laptop,95.0,1.0,4501.0,6.989695396,232.0,1.0,1,1,1
xpg,xpg,310.0,1.0,,,4.0,9.0,1,0,1
dare,dare,184.0,1.0,,,23.0,25.0,1,0,1
dell vostro 3578 i7,dell vostro 3578 i7,579.8696565,,1688.0,2.162914692,1.0,6.0,0,1,1
dung cu ve sinh laptop,dụng cụ vệ sinh laptop,284.7819581,,829.0,4.302774427,836.0,0.0,0,1,1
g45,G45,155.0,1.0,,,7.0,0.0,1,0,1
ideapad,ideapad,292.0,1.0,,,34.0,50.0,1,0,1
intel i5,Intel i5,232.0,1.0,,,8.0,8.0,1,0,1
intel optane gia,intel optane giá,151.494383,,441.0,3.01814059,273.0,0.0,0,1,1
laptop dell vostro 3468,laptop dell vostro 3468,133.0,1.0,862.0,5.464037123,7.0,41.0,1,1,1
logitech g403,logitech g403,327.0,1.0,8365.0,4.762462642,1.0,2.0,1,1,1
may tinh de ban choi game,máy tính để bàn chơi game,74.0,1.0,1032.0,3.464348635,722.0,211.0,1,1,1
the nho micro sd,thẻ nhớ micro sd,161.0,1.0,378.0,7.420634921,17.0,29.0,1,1,1
void,Void,160.0,1.0,,,4.0,7.0,1,0,1
asus x541uv,asus x541uv,487.1179935,,1418.0,5.196755994,7.0,0.0,0,1,1
core i5 8500,core i5 8500,61.0,1.0,656.0,8.228658537,1.0,1.0,1,1,1
ddr4 2400,ddr4 2400,400.0,1.0,140.0,1.235714286,86.0,81.0,1,1,1
dell 3467,dell 3467,159.0,1.0,765.0,6.877124183,5.0,6.0,1,1,1
logite,logite,147.0,1.0,,,125.0,129.0,1,0,1
lot chuot logitech,lót chuột logitech,149.0897103,,434.0,5.67281106,799.0,0.0,0,1,1
man hinh aoc,màn hình aoc,427.0,1.0,1609.0,6.063360167,12.0,17.0,1,1,1
tan nhiet cooler master,tản nhiệt cooler master,197.5266899,,575.0,3.132173913,6.0,2.0,0,1,1
tplink m7350,TPLink M7350,945.0363893,,2751.0,7.268993093,129.0,0.0,0,1,1
xg258q,xg258q,59.0,1.0,460.0,7.104347826,1.0,1.0,1,1,1
960 evo,960 evo,403446.0,1.0,173.0,4.884393064,1.0,1.0,1,1,1
amd,Amd,5405.0,1.0,,,17.0,23.0,1,0,1
antec,antec,680.0,1.0,,,16.0,6.0,1,0,1
dell p2217h,dell p2217h,171.762339,,500.0,2.872,5.0,1.0,0,1,1
dell xps 13 9370,dell xps 13 9370,527.9974301,,1537.0,6.324658426,16.0,0.0,0,1,1
gia core i5,giá core i5,145.9979882,,425.0,1.830588235,380.0,0.0,0,1,1
laptop asus gl,laptop asus gl,891.0,1.0,,,7.0,8.0,1,0,1
main b360 aorus gaming 3,main b360 aorus gaming 3,166.6094688,,485.0,2.558762887,64.0,0.0,0,1,1
mainboard gigabyte h81,mainboard gigabyte h81,300.5840933,,875.0,2.882285714,786.0,0.0,0,1,1
ram laptop ddr3 4gb,ram laptop ddr3 4gb,84.0,1.0,571.0,4.194395797,3.0,38.0,1,1,1
ssd transcend,ssd transcend,190.0,1.0,168.0,7.208333333,16.0,13.0,1,1,1
bay,bay,190.0,1.0,,,5.0,0.0,1,0,1
dan laptop dell,dán laptop dell,193.4043937,,563.0,7.3339254,1.0,0.0,0,1,1
fuhlen l102,fuhlen l102,150.0,1.0,3455.0,1.587554269,1.0,1.0,1,1,1
h81 ds2,h81 ds2,209.8935783,,611.0,3.438625205,1.0,0.0,0,1,1
i5 6500 gia,i5 6500 giá,156.6472532,,456.0,1.48245614,409.0,0.0,0,1,1
main giga,main giga,244.0,1.0,118.0,1.618644068,17.0,44.0,1,1,1
may in canon mf241d,máy in canon mf241d,258.6740826,,753.0,3.36122178,185.0,0.0,0,1,1
may quet canon,Máy quét canon,712.4701822,,2074.0,7.171166827,3.0,0.0,0,1,1
msi b360m mortar,msi b360m mortar,430.4364216,,1253.0,5.679968077,2.0,2.0,0,1,1
my cloud,my cloud,201.0,1.0,,,4.0,6.0,1,0,1
plantronics rig 500,plantronics rig 500,409.4814162,,1192.0,2.297818792,2.0,1.0,0,1,1
usb apacer,usb apacer,395.0,1.0,,,15.0,15.0,1,0,1
xiaomi redmi note 4 64gb,xiaomi redmi note 4 64gb,208.1759549,,606.0,9.02970297,9.0,5.0,0,1,1
212,212,371.0,1.0,,,7.0,19.0,1,0,1
acer predator,acer predator,1137.0,1.0,,,14.0,10.0,1,0,1
dell e2219hn,dell e2219hn,204.3971834,,595.0,3.855462185,2.0,1.0,0,1,1
gtx750,gtx750,432.0,1.0,,,30.0,0.0,1,0,1
loa 2.0,loa 2.0,306.7675375,,893.0,2.055991041,14.0,0.0,0,1,1
loa bluetooth sony,loa bluetooth sony,4018.895208,,11699.0,8.247798957,628.0,0.0,0,1,1
may chieu epson,máy chiếu epson,117.0,1.0,441.0,8.365079365,7.0,10.0,1,1,1
may tinh de ban phong vu,máy tính để bàn phong vũ,158.0,1.0,327.0,1.001865672,15.0,359.0,1,1,1
tay cam choi game,tay cầm chơi game,470.0,1.0,31760.0,2.574774271,300.0,17.0,1,1,1
thunderbolt,thunderbolt,192.0,1.0,,,2.0,2.0,1,0,1
usb hub,usb hub,845.0,1.0,2211.0,3.298959747,44.0,34.0,1,1,1
vx2476,vx2476,211.0,1.0,1479.0,2.247464503,1.0,1.0,1,1,1
asus x441ua,asus x441ua,258.6740826,,753.0,5.86188579,1.0,2.0,0,1,1
card man hinh 1050,card màn hình 1050,204.0,1.0,504.0,2.377606803,4.0,102.0,1,1,1
chuot logitech m238,chuột logitech m238,186.8774248,,544.0,4.397058824,7.0,10.0,0,1,1
g10,g10,704.0,1.0,,,6.0,13.0,1,0,1
gtx 1060,gtx 1060,6598.0,1.0,12193.0,4.984909374,2.0,16.0,1,1,1
kvm,kvm,153.0,1.0,,,1.0,1.0,1,0,1
my passport,my passport,293.0,1.0,,,10.0,4.0,1,0,1
o cung di dong 1t,o cung di dong 1t,126.0,1.0,1266.0,4.224328594,930.0,132.0,1,1,1
o cung laptop,ổ cứng laptop,1414.0,1.0,14318.0,1.102033238,829.0,118.0,1,1,3
tivi,tivi,509.0,1.0,,,183.0,159.0,1,0,1
ups santak 500va,ups santak 500va,405.3591201,,1180.0,1.031355932,224.0,0.0,0,1,1
2417,2417,528.0,1.0,,,18.0,6.0,1,0,1
asus x507ma,asus x507ma,218.4816952,,636.0,3.317610063,2.0,2.0,0,1,1
case,case,24583.0,1.0,3631.0,5.344808593,163.0,234.0,1,1,1
core i3,core i3,3291.0,1.0,8543.0,2.2555662595,5.0,9.0,1,1,2
corsair k70,corsair k70,220.0,1.0,,,11.0,13.0,1,0,1
dell inspiron,dell inspiron,6193.0,1.0,43516.0,2.803474584,73.0,97.0,1,1,1
dell inspiron 14,dell inspiron 14,211.0,1.0,1240.0,7.143548387,7.0,10.0,1,1,1
displayport,displayport,725.0,1.0,890.0,8.621348315,13.0,15.0,1,1,1
intel pentium g5400,intel pentium g5400,192.3738197,,560.0,4.0625,1.0,0.0,0,1,1
laptop dell xps,laptop dell xps,451.0479023,,1313.0,6.081492765,6.0,0.0,0,1,1
